production_tag,canonical_volume_for_reporting_only,ZA,nuclide,exc_keV_decimal,raw_volume_count,raw_volumes,dat_production_count_raw,activity_day15_direct_Bq,canonicalization_would_merge_raw_volumes
n,ColdPlate_CP_100mK_intercept,25057,Mn-57,0,1,ColdPlate_CP_100mK_intercept,1,0.0006787801777182261301859654053,False
n,ColdPlate_CP_100mK_intercept,26055,Fe-55,0,1,ColdPlate_CP_100mK_intercept,2,0.0000139487133625946005751983226,False
n,ColdPlate_CP_100mK_intercept,27057,Co-57,0,1,ColdPlate_CP_100mK_intercept,3,0.00007642234214468621010554352984,False
n,ColdPlate_CP_100mK_intercept,27058,Co-58,0,1,ColdPlate_CP_100mK_intercept,6,0.0005559231698460374645931289798,False
n,ColdPlate_CP_100mK_intercept,27060,Co-60,0,1,ColdPlate_CP_100mK_intercept,2,0.000007311181820922078750718658515,False
n,ColdPlate_CP_100mK_intercept,27062,Co-62,0,1,ColdPlate_CP_100mK_intercept,1,0.0006787801777182261301859654053,False
n,ColdPlate_CP_100mK_intercept,28059,Ni-59,0,1,ColdPlate_CP_100mK_intercept,5,0.000000001192725641406602902056771816,False
n,ColdPlate_CP_100mK_intercept,28063,Ni-63,0,1,ColdPlate_CP_100mK_intercept,6,0.000001145421434369853892566746152,False
n,ColdPlate_CP_100mK_intercept,29060,Cu-60,0,1,ColdPlate_CP_100mK_intercept,1,0.0006787801777182261301859654053,False
n,ColdPlate_CP_100mK_intercept,29061,Cu-61,0,1,ColdPlate_CP_100mK_intercept,5,0.003393900888591130650929827026,False
n,ColdPlate_CP_100mK_intercept,29062,Cu-62,0,1,ColdPlate_CP_100mK_intercept,22,0.01493316390980097486409123892,False
n,ColdPlate_CP_100mK_intercept,29064,Cu-64,0,1,ColdPlate_CP_100mK_intercept,664,0.4507100366835083877545340819,False
n,ColdPlate_CP_100mK_intercept,29066,Cu-66,0,1,ColdPlate_CP_100mK_intercept,168,0.1140350698566619898712421881,False
n,ColdPlate_CP_100mK_intercept,30063,Zn-63,0,1,ColdPlate_CP_100mK_intercept,1,0.0006787801777182261301859654053,False
n,ColdPlate_MXC_50mK_SD_anchor,24051,Cr-51,0,1,ColdPlate_MXC_50mK_SD_anchor,1,0.0002124158270856995270938501837,False
n,ColdPlate_MXC_50mK_SD_anchor,25052,Mn-52,0,1,ColdPlate_MXC_50mK_SD_anchor,3,0.001719221662388189632175809496,False
n,ColdPlate_MXC_50mK_SD_anchor,25056,Mn-56,0,1,ColdPlate_MXC_50mK_SD_anchor,1,0.0006787801777182261301859654053,False
n,ColdPlate_MXC_50mK_SD_anchor,26055,Fe-55,0,1,ColdPlate_MXC_50mK_SD_anchor,3,0.0000209230700438919008627974839,False
n,ColdPlate_MXC_50mK_SD_anchor,26063,Fe-63,0,1,ColdPlate_MXC_50mK_SD_anchor,1,0.0006787801777182261301859654053,False
n,ColdPlate_MXC_50mK_SD_anchor,27057,Co-57,0,1,ColdPlate_MXC_50mK_SD_anchor,2,0.00005094822809645747340369568657,False
n,ColdPlate_MXC_50mK_SD_anchor,27058,Co-58,0,1,ColdPlate_MXC_50mK_SD_anchor,5,0.0004632693082050312204942741497,False
n,ColdPlate_MXC_50mK_SD_anchor,27060,Co-60,0,1,ColdPlate_MXC_50mK_SD_anchor,2,0.000007311181820922078750718658515,False
n,ColdPlate_MXC_50mK_SD_anchor,28057,Ni-57,0,1,ColdPlate_MXC_50mK_SD_anchor,1,0.0006781669728422300372446683514,False
n,ColdPlate_MXC_50mK_SD_anchor,28059,Ni-59,0,1,ColdPlate_MXC_50mK_SD_anchor,1,0.0000000002385451282813205804113543633,False
n,ColdPlate_MXC_50mK_SD_anchor,28063,Ni-63,0,1,ColdPlate_MXC_50mK_SD_anchor,7,0.00000133632500676482954132787051,False
n,ColdPlate_MXC_50mK_SD_anchor,29060,Cu-60,0,1,ColdPlate_MXC_50mK_SD_anchor,1,0.0006787801777182261301859654053,False
n,ColdPlate_MXC_50mK_SD_anchor,29061,Cu-61,0,1,ColdPlate_MXC_50mK_SD_anchor,1,0.0006787801777182261301859654053,False
n,ColdPlate_MXC_50mK_SD_anchor,29062,Cu-62,0,1,ColdPlate_MXC_50mK_SD_anchor,29,0.01968462515382855777539299675,False
n,ColdPlate_MXC_50mK_SD_anchor,29064,Cu-64,0,1,ColdPlate_MXC_50mK_SD_anchor,584,0.3964076226252543651335058793,False
n,ColdPlate_MXC_50mK_SD_anchor,29066,Cu-66,0,1,ColdPlate_MXC_50mK_SD_anchor,148,0.10045946630229746726752288,False
n,ColdPlate_Still_0p7K,25052,Mn-52,0,1,ColdPlate_Still_0p7K,1,0.0005730738874627298773919364988,False
n,ColdPlate_Still_0p7K,27055,Co-55,0,1,ColdPlate_Still_0p7K,1,0.0006787797313329666562813299476,False
n,ColdPlate_Still_0p7K,27056,Co-56,0,1,ColdPlate_Still_0p7K,1,0.00008549140537888518501171913977,False
n,ColdPlate_Still_0p7K,27057,Co-57,0,1,ColdPlate_Still_0p7K,2,0.00005094822809645747340369568657,False
n,ColdPlate_Still_0p7K,27058,Co-58,0,1,ColdPlate_Still_0p7K,1,0.00009265386164100624409885482996,False
n,ColdPlate_Still_0p7K,27060,Co-60,0,1,ColdPlate_Still_0p7K,4,0.00001462236364184415750143731703,False
n,ColdPlate_Still_0p7K,27061,Co-61,0,1,ColdPlate_Still_0p7K,1,0.0006787801777182261301859654053,False
n,ColdPlate_Still_0p7K,28059,Ni-59,0,1,ColdPlate_Still_0p7K,2,0.0000000004770902565626411608227087267,False
n,ColdPlate_Still_0p7K,28063,Ni-63,0,1,ColdPlate_Still_0p7K,17,0.000003245360730714586028939114097,False
n,ColdPlate_Still_0p7K,28065,Ni-65,0,1,ColdPlate_Still_0p7K,1,0.0006787801777182261301859654053,False
n,ColdPlate_Still_0p7K,29061,Cu-61,0,1,ColdPlate_Still_0p7K,3,0.002036340533154678390557896216,False
n,ColdPlate_Still_0p7K,29062,Cu-62,0,1,ColdPlate_Still_0p7K,32,0.02172096568698323616595089297,False
n,ColdPlate_Still_0p7K,29064,Cu-64,0,1,ColdPlate_Still_0p7K,1312,0.8905595905553659709848625232,False
n,ColdPlate_Still_0p7K,29066,Cu-66,0,1,ColdPlate_Still_0p7K,312,0.2117794154480865526180212065,False
n,ColdPlate_Still_0p7K,30065,Zn-65,0,1,ColdPlate_Still_0p7K,1,0.00002832307989066614807861088994,False
n,CsI_Bottom_Quadrant_00,4010,Be-10,0,1,CsI_Bottom_Quadrant_00,1,0.00000000001393090022089906063611205575,False
n,CsI_Bottom_Quadrant_00,45099,Rh-99,0,1,CsI_Bottom_Quadrant_00,1,0.0003229306265932356568657596806,False
n,CsI_Bottom_Quadrant_00,47106,Ag-106,0,1,CsI_Bottom_Quadrant_00,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_00,49107,In-107,0,1,CsI_Bottom_Quadrant_00,2,0.001357560355436452260371930811,False
n,CsI_Bottom_Quadrant_00,49109,In-109,0,1,CsI_Bottom_Quadrant_00,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_00,49111,In-111,0,1,CsI_Bottom_Quadrant_00,1,0.0006621142961919413180960759039,False
n,CsI_Bottom_Quadrant_00,49114,In-114,0,1,CsI_Bottom_Quadrant_00,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_00,49116,In-116,0,1,CsI_Bottom_Quadrant_00,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_00,50111,Sn-111,0,1,CsI_Bottom_Quadrant_00,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_00,50121,Sn-121,0,1,CsI_Bottom_Quadrant_00,1,0.0006787137345045977175337744047,False
n,CsI_Bottom_Quadrant_00,51113,Sb-113,0,1,CsI_Bottom_Quadrant_00,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_00,51114,Sb-114,0,1,CsI_Bottom_Quadrant_00,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_00,51116,Sb-116,0,1,CsI_Bottom_Quadrant_00,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_00,51117,Sb-117,0,1,CsI_Bottom_Quadrant_00,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_00,51118,Sb-118,0,1,CsI_Bottom_Quadrant_00,4,0.002715120710872904520743861621,False
n,CsI_Bottom_Quadrant_00,51120,Sb-120,0,1,CsI_Bottom_Quadrant_00,5,0.003393900888591130650929827026,False
n,CsI_Bottom_Quadrant_00,51122,Sb-122,0,1,CsI_Bottom_Quadrant_00,2,0.001327707679299849785946670957,False
n,CsI_Bottom_Quadrant_00,52118,Te-118,0,1,CsI_Bottom_Quadrant_00,1,0.0005587876610683342259292670328,False
n,CsI_Bottom_Quadrant_00,52119,Te-119,0,1,CsI_Bottom_Quadrant_00,2,0.001357560115174789832687473995,False
n,CsI_Bottom_Quadrant_00,52121,Te-121,0,1,CsI_Bottom_Quadrant_00,2,0.0005652065081996334587040321581,False
n,CsI_Bottom_Quadrant_00,52123,Te-123,0,1,CsI_Bottom_Quadrant_00,4,0,False
n,CsI_Bottom_Quadrant_00,52127,Te-127,0,1,CsI_Bottom_Quadrant_00,5,0.00339390088858241613161819158,False
n,CsI_Bottom_Quadrant_00,53121,I-121,0,1,CsI_Bottom_Quadrant_00,2,0.001357560355436452260371930811,False
n,CsI_Bottom_Quadrant_00,53122,I-122,0,1,CsI_Bottom_Quadrant_00,7,0.004751461244027582911301757837,False
n,CsI_Bottom_Quadrant_00,53123,I-123,0,1,CsI_Bottom_Quadrant_00,7,0.004751461213735967407690986682,False
n,CsI_Bottom_Quadrant_00,53124,I-124,0,1,CsI_Bottom_Quadrant_00,15,0.009337329337939244762023063593,False
n,CsI_Bottom_Quadrant_00,53125,I-125,0,1,CsI_Bottom_Quadrant_00,36,0.003924288117830367783463693066,False
n,CsI_Bottom_Quadrant_00,53126,I-126,0,1,CsI_Bottom_Quadrant_00,85,0.03187815176134873655251620418,False
n,CsI_Bottom_Quadrant_00,53128,I-128,0,1,CsI_Bottom_Quadrant_00,11496,7.803256923048727592617858299,False
n,CsI_Bottom_Quadrant_00,53129,I-129,0,1,CsI_Bottom_Quadrant_00,1,0.000000000001197159751882263338200187208,False
n,CsI_Bottom_Quadrant_00,53131,I-131,0,1,CsI_Bottom_Quadrant_00,1,0.0004929786628520132959461211446,False
n,CsI_Bottom_Quadrant_00,54123,Xe-123,0,1,CsI_Bottom_Quadrant_00,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_00,54125,Xe-125,0,1,CsI_Bottom_Quadrant_00,5,0.003393899609732484925989203322,False
n,CsI_Bottom_Quadrant_00,54127,Xe-127,0,1,CsI_Bottom_Quadrant_00,3,0.0005066569538621481763552355334,False
n,CsI_Bottom_Quadrant_00,54133,Xe-133,0,1,CsI_Bottom_Quadrant_00,4,0.002340771189329364912902321496,False
n,CsI_Bottom_Quadrant_00,55126,Cs-126,0,1,CsI_Bottom_Quadrant_00,6,0.004072681066309356781115792432,False
n,CsI_Bottom_Quadrant_00,55127,Cs-127,0,1,CsI_Bottom_Quadrant_00,4,0.002715120710872904520743861621,False
n,CsI_Bottom_Quadrant_00,55128,Cs-128,0,1,CsI_Bottom_Quadrant_00,9,0.006109021599464035171673688648,False
n,CsI_Bottom_Quadrant_00,55129,Cs-129,0,1,CsI_Bottom_Quadrant_00,10,0.006784973775471942281963928264,False
n,CsI_Bottom_Quadrant_00,55130,Cs-130,0,1,CsI_Bottom_Quadrant_00,17,0.01153926302120984421316141189,False
n,CsI_Bottom_Quadrant_00,55131,Cs-131,0,1,CsI_Bottom_Quadrant_00,40,0.01786688194345854791271701451,False
n,CsI_Bottom_Quadrant_00,55132,Cs-132,0,1,CsI_Bottom_Quadrant_00,96,0.05206590119020242609611120049,False
n,CsI_Bottom_Quadrant_00,55134,Cs-134,0,1,CsI_Bottom_Quadrant_00,14085,0.1308888066780217621065535547,False
n,CsI_Bottom_Quadrant_00,56129,Ba-129,0,1,CsI_Bottom_Quadrant_00,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_01,45104,Rh-104,0,1,CsI_Bottom_Quadrant_01,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_01,47105,Ag-105,0,1,CsI_Bottom_Quadrant_01,1,0.0001511012593730171778899575152,False
n,CsI_Bottom_Quadrant_01,48105,Cd-105,0,1,CsI_Bottom_Quadrant_01,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_01,48109,Cd-109,0,1,CsI_Bottom_Quadrant_01,1,0.00001512785465179547810221207672,False
n,CsI_Bottom_Quadrant_01,49109,In-109,0,1,CsI_Bottom_Quadrant_01,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_01,49110,In-110,0,1,CsI_Bottom_Quadrant_01,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_01,49124,In-124,0,1,CsI_Bottom_Quadrant_01,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_01,50113,Sn-113,0,1,CsI_Bottom_Quadrant_01,2,0.0001172748725011696196998298298,False
n,CsI_Bottom_Quadrant_01,51115,Sb-115,0,1,CsI_Bottom_Quadrant_01,4,0.002715120710872904520743861621,False
n,CsI_Bottom_Quadrant_01,51116,Sb-116,0,1,CsI_Bottom_Quadrant_01,4,0.002715120710872904520743861621,False
n,CsI_Bottom_Quadrant_01,51117,Sb-117,0,1,CsI_Bottom_Quadrant_01,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_01,51118,Sb-118,0,1,CsI_Bottom_Quadrant_01,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_01,51119,Sb-119,0,1,CsI_Bottom_Quadrant_01,4,0.002711175098657749938740088961,False
n,CsI_Bottom_Quadrant_01,51120,Sb-120,0,1,CsI_Bottom_Quadrant_01,4,0.002715120710872904520743861621,False
n,CsI_Bottom_Quadrant_01,51122,Sb-122,0,1,CsI_Bottom_Quadrant_01,3,0.001991561518949774678920006435,False
n,CsI_Bottom_Quadrant_01,51124,Sb-124,0,1,CsI_Bottom_Quadrant_01,1,0.0001076676626019242535624080677,False
n,CsI_Bottom_Quadrant_01,52117,Te-117,0,1,CsI_Bottom_Quadrant_01,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_01,52118,Te-118,0,1,CsI_Bottom_Quadrant_01,1,0.0005587876610683342259292670328,False
n,CsI_Bottom_Quadrant_01,52119,Te-119,0,1,CsI_Bottom_Quadrant_01,4,0.002715120230349579665374947988,False
n,CsI_Bottom_Quadrant_01,52121,Te-121,0,1,CsI_Bottom_Quadrant_01,6,0.001695619524598900376112096474,False
n,CsI_Bottom_Quadrant_01,52123,Te-123,0,1,CsI_Bottom_Quadrant_01,4,0,False
n,CsI_Bottom_Quadrant_01,52127,Te-127,0,1,CsI_Bottom_Quadrant_01,5,0.00339390088858241613161819158,False
n,CsI_Bottom_Quadrant_01,52129,Te-129,0,1,CsI_Bottom_Quadrant_01,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_01,53120,I-120,0,1,CsI_Bottom_Quadrant_01,3,0.002036340533154678390557896216,False
n,CsI_Bottom_Quadrant_01,53121,I-121,0,1,CsI_Bottom_Quadrant_01,5,0.003393900888591130650929827026,False
n,CsI_Bottom_Quadrant_01,53122,I-122,0,1,CsI_Bottom_Quadrant_01,2,0.001357560355436452260371930811,False
n,CsI_Bottom_Quadrant_01,53123,I-123,0,1,CsI_Bottom_Quadrant_01,14,0.009502922427471934815381973363,False
n,CsI_Bottom_Quadrant_01,53124,I-124,0,1,CsI_Bottom_Quadrant_01,19,0.01182728382805637669856254722,False
n,CsI_Bottom_Quadrant_01,53125,I-125,0,1,CsI_Bottom_Quadrant_01,37,0.00403329612110343355522657343,False
n,CsI_Bottom_Quadrant_01,53126,I-126,0,1,CsI_Bottom_Quadrant_01,94,0.03525348547725624983454733168,False
n,CsI_Bottom_Quadrant_01,53128,I-128,0,1,CsI_Bottom_Quadrant_01,10132,6.877400760641067151044201486,False
n,CsI_Bottom_Quadrant_01,53129,I-129,0,1,CsI_Bottom_Quadrant_01,1,0.000000000001197159751882263338200187208,False
n,CsI_Bottom_Quadrant_01,54122,Xe-122,0,1,CsI_Bottom_Quadrant_01,1,0.0006787774225562297426540712217,False
n,CsI_Bottom_Quadrant_01,54123,Xe-123,0,1,CsI_Bottom_Quadrant_01,2,0.001357560355436452260371930811,False
n,CsI_Bottom_Quadrant_01,54125,Xe-125,0,1,CsI_Bottom_Quadrant_01,2,0.001357559843892993970395681329,False
n,CsI_Bottom_Quadrant_01,54127,Xe-127,0,1,CsI_Bottom_Quadrant_01,5,0.0008444282564369136272587258888,False
n,CsI_Bottom_Quadrant_01,54133,Xe-133,0,1,CsI_Bottom_Quadrant_01,5,0.00292596398666170614112790187,False
n,CsI_Bottom_Quadrant_01,55126,Cs-126,0,1,CsI_Bottom_Quadrant_01,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_01,55127,Cs-127,0,1,CsI_Bottom_Quadrant_01,6,0.004072681066309356781115792432,False
n,CsI_Bottom_Quadrant_01,55128,Cs-128,0,1,CsI_Bottom_Quadrant_01,5,0.003393900888591130650929827026,False
n,CsI_Bottom_Quadrant_01,55129,Cs-129,0,1,CsI_Bottom_Quadrant_01,5,0.003392486887735971140981964131,False
n,CsI_Bottom_Quadrant_01,55130,Cs-130,0,1,CsI_Bottom_Quadrant_01,19,0.0128968233766462964735333427,False
n,CsI_Bottom_Quadrant_01,55131,Cs-131,0,1,CsI_Bottom_Quadrant_01,34,0.01518684965193976572580946233,False
n,CsI_Bottom_Quadrant_01,55132,Cs-132,0,1,CsI_Bottom_Quadrant_01,97,0.05260825432760036803461235882,False
n,CsI_Bottom_Quadrant_01,55134,Cs-134,0,1,CsI_Bottom_Quadrant_01,12802,0.1189661699035878309185728511,False
n,CsI_Bottom_Quadrant_02,49108,In-108,0,1,CsI_Bottom_Quadrant_02,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_02,49115,In-115,0,1,CsI_Bottom_Quadrant_02,1,0.00000000000000000007535973819619302743425844284,False
n,CsI_Bottom_Quadrant_02,50110,Sn-110,0,1,CsI_Bottom_Quadrant_02,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_02,50111,Sn-111,0,1,CsI_Bottom_Quadrant_02,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_02,51114,Sb-114,0,1,CsI_Bottom_Quadrant_02,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_02,51115,Sb-115,0,1,CsI_Bottom_Quadrant_02,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_02,51116,Sb-116,0,1,CsI_Bottom_Quadrant_02,3,0.002036340533154678390557896216,False
n,CsI_Bottom_Quadrant_02,51118,Sb-118,0,1,CsI_Bottom_Quadrant_02,2,0.001357560355436452260371930811,False
n,CsI_Bottom_Quadrant_02,51119,Sb-119,0,1,CsI_Bottom_Quadrant_02,6,0.004066762647986624908110133442,False
n,CsI_Bottom_Quadrant_02,51120,Sb-120,0,1,CsI_Bottom_Quadrant_02,3,0.002036340533154678390557896216,False
n,CsI_Bottom_Quadrant_02,51122,Sb-122,0,1,CsI_Bottom_Quadrant_02,1,0.0006638538396499248929733354783,False
n,CsI_Bottom_Quadrant_02,51124,Sb-124,0,1,CsI_Bottom_Quadrant_02,1,0.0001076676626019242535624080677,False
n,CsI_Bottom_Quadrant_02,52117,Te-117,0,1,CsI_Bottom_Quadrant_02,2,0.001357560355436452260371930811,False
n,CsI_Bottom_Quadrant_02,52119,Te-119,0,1,CsI_Bottom_Quadrant_02,3,0.002036340172762184749031210991,False
n,CsI_Bottom_Quadrant_02,52121,Te-121,0,1,CsI_Bottom_Quadrant_02,4,0.001130413016399266917408064316,False
n,CsI_Bottom_Quadrant_02,52123,Te-123,0,1,CsI_Bottom_Quadrant_02,3,0,False
n,CsI_Bottom_Quadrant_02,52127,Te-127,0,1,CsI_Bottom_Quadrant_02,3,0.002036340533149449678970914948,False
n,CsI_Bottom_Quadrant_02,53120,I-120,0,1,CsI_Bottom_Quadrant_02,2,0.001357560355436452260371930811,False
n,CsI_Bottom_Quadrant_02,53121,I-121,0,1,CsI_Bottom_Quadrant_02,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_02,53122,I-122,0,1,CsI_Bottom_Quadrant_02,9,0.006109021599464035171673688648,False
n,CsI_Bottom_Quadrant_02,53123,I-123,0,1,CsI_Bottom_Quadrant_02,10,0.006787801733908524868129980974,False
n,CsI_Bottom_Quadrant_02,53124,I-124,0,1,CsI_Bottom_Quadrant_02,21,0.01307226107311494266683228903,False
n,CsI_Bottom_Quadrant_02,53125,I-125,0,1,CsI_Bottom_Quadrant_02,35,0.003815280114557302011700812704,False
n,CsI_Bottom_Quadrant_02,53126,I-126,0,1,CsI_Bottom_Quadrant_02,109,0.04087904167043543863793254419,False
n,CsI_Bottom_Quadrant_02,53128,I-128,0,1,CsI_Bottom_Quadrant_02,10166,6.90047928668348683947052431,False
n,CsI_Bottom_Quadrant_02,53129,I-129,0,1,CsI_Bottom_Quadrant_02,1,0.000000000001197159751882263338200187208,False
n,CsI_Bottom_Quadrant_02,53130,I-130,0,1,CsI_Bottom_Quadrant_02,1,0.0006787801765598083396290194817,False
n,CsI_Bottom_Quadrant_02,54121,Xe-121,0,1,CsI_Bottom_Quadrant_02,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_02,54122,Xe-122,0,1,CsI_Bottom_Quadrant_02,1,0.0006787774225562297426540712217,False
n,CsI_Bottom_Quadrant_02,54123,Xe-123,0,1,CsI_Bottom_Quadrant_02,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_02,54127,Xe-127,0,1,CsI_Bottom_Quadrant_02,2,0.0003377713025747654509034903557,False
n,CsI_Bottom_Quadrant_02,54133,Xe-133,0,1,CsI_Bottom_Quadrant_02,3,0.001755578391997023684676741122,False
n,CsI_Bottom_Quadrant_02,55123,Cs-123,0,1,CsI_Bottom_Quadrant_02,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_02,55126,Cs-126,0,1,CsI_Bottom_Quadrant_02,3,0.002036340533154678390557896216,False
n,CsI_Bottom_Quadrant_02,55127,Cs-127,0,1,CsI_Bottom_Quadrant_02,3,0.002036340533154678390557896216,False
n,CsI_Bottom_Quadrant_02,55128,Cs-128,0,1,CsI_Bottom_Quadrant_02,5,0.003393900888591130650929827026,False
n,CsI_Bottom_Quadrant_02,55129,Cs-129,0,1,CsI_Bottom_Quadrant_02,12,0.008141968530566330738356713916,False
n,CsI_Bottom_Quadrant_02,55130,Cs-130,0,1,CsI_Bottom_Quadrant_02,22,0.01493316390980097486409123892,False
n,CsI_Bottom_Quadrant_02,55131,Cs-131,0,1,CsI_Bottom_Quadrant_02,41,0.01831355399204501161053493987,False
n,CsI_Bottom_Quadrant_02,55132,Cs-132,0,1,CsI_Bottom_Quadrant_02,72,0.03904942589265181957208340036,False
n,CsI_Bottom_Quadrant_02,55134,Cs-134,0,1,CsI_Bottom_Quadrant_02,12489,0.1160575297551873473162049943,False
n,CsI_Bottom_Quadrant_02,56129,Ba-129,0,1,CsI_Bottom_Quadrant_02,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_02,56133,Ba-133,0,1,CsI_Bottom_Quadrant_02,1,0.000001831112917923436039562023878,False
n,CsI_Bottom_Quadrant_03,49109,In-109,0,1,CsI_Bottom_Quadrant_03,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_03,49115,In-115,0,1,CsI_Bottom_Quadrant_03,1,0.00000000000000000007535973819619302743425844284,False
n,CsI_Bottom_Quadrant_03,49116,In-116,0,1,CsI_Bottom_Quadrant_03,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_03,50113,Sn-113,0,1,CsI_Bottom_Quadrant_03,2,0.0001172748725011696196998298298,False
n,CsI_Bottom_Quadrant_03,50121,Sn-121,0,1,CsI_Bottom_Quadrant_03,2,0.00135742746900919543506754881,False
n,CsI_Bottom_Quadrant_03,51113,Sb-113,0,1,CsI_Bottom_Quadrant_03,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_03,51116,Sb-116,0,1,CsI_Bottom_Quadrant_03,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_03,51118,Sb-118,0,1,CsI_Bottom_Quadrant_03,2,0.001357560355436452260371930811,False
n,CsI_Bottom_Quadrant_03,51119,Sb-119,0,1,CsI_Bottom_Quadrant_03,4,0.002711175098657749938740088961,False
n,CsI_Bottom_Quadrant_03,51125,Sb-125,0,1,CsI_Bottom_Quadrant_03,2,0.00001394166825825943928684639409,False
n,CsI_Bottom_Quadrant_03,52118,Te-118,0,1,CsI_Bottom_Quadrant_03,2,0.001117575322136668451858534066,False
n,CsI_Bottom_Quadrant_03,52119,Te-119,0,1,CsI_Bottom_Quadrant_03,3,0.002036340172762184749031210991,False
n,CsI_Bottom_Quadrant_03,52121,Te-121,0,1,CsI_Bottom_Quadrant_03,4,0.001130413016399266917408064316,False
n,CsI_Bottom_Quadrant_03,52123,Te-123,0,1,CsI_Bottom_Quadrant_03,3,0,False
n,CsI_Bottom_Quadrant_03,52127,Te-127,0,1,CsI_Bottom_Quadrant_03,1,0.0006787801777164832263236383161,False
n,CsI_Bottom_Quadrant_03,53119,I-119,0,1,CsI_Bottom_Quadrant_03,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_03,53120,I-120,0,1,CsI_Bottom_Quadrant_03,2,0.001357560355436452260371930811,False
n,CsI_Bottom_Quadrant_03,53121,I-121,0,1,CsI_Bottom_Quadrant_03,4,0.002715120710872904520743861621,False
n,CsI_Bottom_Quadrant_03,53122,I-122,0,1,CsI_Bottom_Quadrant_03,5,0.003393900888591130650929827026,False
n,CsI_Bottom_Quadrant_03,53123,I-123,0,1,CsI_Bottom_Quadrant_03,12,0.008145362080690229841755977168,False
n,CsI_Bottom_Quadrant_03,53124,I-124,0,1,CsI_Bottom_Quadrant_03,21,0.01307226107311494266683228903,False
n,CsI_Bottom_Quadrant_03,53125,I-125,0,1,CsI_Bottom_Quadrant_03,42,0.004578336137468762414040975244,False
n,CsI_Bottom_Quadrant_03,53126,I-126,0,1,CsI_Bottom_Quadrant_03,84,0.03150311468180345729895719001,False
n,CsI_Bottom_Quadrant_03,53128,I-128,0,1,CsI_Bottom_Quadrant_03,11517,7.817511306780810341351763573,False
n,CsI_Bottom_Quadrant_03,53129,I-129,0,1,CsI_Bottom_Quadrant_03,1,0.000000000001197159751882263338200187208,False
n,CsI_Bottom_Quadrant_03,53132,I-132,0,1,CsI_Bottom_Quadrant_03,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_03,54122,Xe-122,0,1,CsI_Bottom_Quadrant_03,2,0.001357554845112459485308142444,False
n,CsI_Bottom_Quadrant_03,54123,Xe-123,0,1,CsI_Bottom_Quadrant_03,1,0.0006787801777182261301859654053,False
n,CsI_Bottom_Quadrant_03,54125,Xe-125,0,1,CsI_Bottom_Quadrant_03,2,0.001357559843892993970395681329,False
n,CsI_Bottom_Quadrant_03,54127,Xe-127,0,1,CsI_Bottom_Quadrant_03,6,0.001013313907724296352710471067,False
n,CsI_Bottom_Quadrant_03,54133,Xe-133,0,1,CsI_Bottom_Quadrant_03,3,0.001755578391997023684676741122,False
n,CsI_Bottom_Quadrant_03,55125,Cs-125,0,1,CsI_Bottom_Quadrant_03,2,0.001357560355436452260371930811,False
