event_index,source_family,stream,local_id,source_file_basename,tes_total_keV,entry_class,plastic_skin_keV,active_other_keV,side_compton_class,side_compton_fov_pass,plastic_skin_veto_flag,non_plastic_active_veto_flag,compton_fov_veto_flag,veto_priority_layer,final_pass_flag,note
112,n,prompt,164833,Background_n_fullsphere20_rep06_part01.inc1.id1.sim.gz,510.99892,bottom,0.045419163000000005,2807.4503156,keep,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
113,n,prompt,180531,Background_n_fullsphere20_rep06_part01.inc1.id1.sim.gz,510.998864,side_wall,6.9554058e-05,5648.1196199,keep,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
114,n,prompt,251935,Background_n_fullsphere20_rep06_part01.inc1.id1.sim.gz,510.998876,bottom,11.679722987000002,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
115,n,prompt,399655,Background_n_fullsphere20_rep06_part01.inc1.id1.sim.gz,510.9988900000001,side_wall,0.1483567,2806.0705782729992,keep,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
116,n,prompt,634987,Background_n_fullsphere20_rep06_part01.inc1.id1.sim.gz,510.998891,envelope_miss,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
117,n,prompt,107826,Background_n_fullsphere20_rep07_part01.inc1.id1.sim.gz,510.998895,side_wall,3.485248,511.1065260000001,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
118,n,prompt,243793,Background_n_fullsphere20_rep07_part01.inc1.id1.sim.gz,510.9989,top,0.0,3894.0159938399997,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
119,n,prompt,252059,Background_n_fullsphere20_rep07_part01.inc1.id1.sim.gz,510.9989,bottom,0.0,58.116,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
120,n,prompt,329030,Background_n_fullsphere20_rep07_part01.inc1.id1.sim.gz,510.99887,top,0.0,0.01107629,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
121,n,prompt,361381,Background_n_fullsphere20_rep07_part01.inc1.id1.sim.gz,510.99890999999997,bottom,0.0,0.0023371828,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
122,n,prompt,602847,Background_n_fullsphere20_rep07_part01.inc1.id1.sim.gz,510.99890000000005,side_wall,0.0,3575.78592693284,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
123,n,prompt,668801,Background_n_fullsphere20_rep07_part01.inc1.id1.sim.gz,510.998915,side_wall,0.0,851.2784851,keep,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
124,n,prompt,928441,Background_n_fullsphere20_rep07_part01.inc1.id1.sim.gz,510.998873,envelope_miss,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
125,n,prompt,137864,Background_n_fullsphere20_rep08_part01.inc1.id1.sim.gz,510.998912394,side_wall,41.07524,2991.6503130399988,keep,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
126,n,prompt,357387,Background_n_fullsphere20_rep08_part01.inc1.id1.sim.gz,510.99891,top,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
127,n,prompt,370386,Background_n_fullsphere20_rep08_part01.inc1.id1.sim.gz,510.99897999999996,top,0.5666873,6380.742776600004,veto,False,False,True,True,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
128,n,prompt,585146,Background_n_fullsphere20_rep08_part01.inc1.id1.sim.gz,510.99895559999993,side_wall,2.91099689e-05,306.2558,veto,False,False,True,True,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
129,n,prompt,745296,Background_n_fullsphere20_rep08_part01.inc1.id1.sim.gz,510.99894280000007,side_wall,0.0,334.3414946,veto,False,False,True,True,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
130,n,prompt,748880,Background_n_fullsphere20_rep08_part01.inc1.id1.sim.gz,510.998966,side_wall,0.0,6024.268905000001,keep,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
131,n,prompt,821539,Background_n_fullsphere20_rep08_part01.inc1.id1.sim.gz,510.9989,top,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
132,n,prompt,887540,Background_n_fullsphere20_rep08_part01.inc1.id1.sim.gz,510.9989,side_wall,3.730032,6448.246202439591,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
133,p,prompt,215891,Background_p_fullsphere20_rep08_part01.inc1.id1.sim.gz,510.998912,top,3511.5587740000014,68935.70926850001,keep,True,True,True,False,plastic_skin_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
134,activation,delayed,11555,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.998946,bottom,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
135,activation,delayed,15164,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.9989,top,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
136,activation,delayed,15495,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.9989,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
137,activation,delayed,96906,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.99892,side_window,0.0,194.16745,veto,False,False,True,True,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
138,activation,delayed,114227,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.99890200000004,side_wall,0.0,130.90938999999997,keep,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
139,activation,delayed,117236,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.99887700000005,bottom,2512.5414969800004,0.0,single,True,True,False,False,plastic_skin_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
140,activation,delayed,129251,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.99893,side_wall,0.0,0.0,veto,False,False,False,True,compton_fov_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
141,activation,delayed,207005,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.99884599999996,top,0.0,187.77356999999998,keep,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
142,activation,delayed,251391,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.99888999999996,bottom,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
143,activation,delayed,254504,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.9989,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
144,activation,delayed,268065,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.998886,side_wall,0.0,456.893376,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
145,activation,delayed,312666,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.99890000000005,bottom,0.0,510.9989079999999,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
146,activation,delayed,351355,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.99895,side_wall,0.0,0.0,veto,False,False,False,True,compton_fov_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
147,activation,delayed,400295,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.998865,top,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
148,activation,delayed,433569,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.998893,bottom,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
149,activation,delayed,450836,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.99893499999996,side_wall,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
150,activation,delayed,470343,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.99893999999995,side_wall,2246.5821960100006,0.0,single,True,True,False,False,plastic_skin_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
151,activation,delayed,504073,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.99881,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
152,activation,delayed,525488,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.9989,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
153,activation,delayed,533430,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.99889,top,0.0,235.05742,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
154,activation,delayed,571424,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.998822,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
155,activation,delayed,572560,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.99889,side_window,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
156,activation,delayed,615007,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.99882899999994,top,0.0,0.0,veto,False,False,False,True,compton_fov_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
157,activation,delayed,636280,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.9988900000001,top,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
158,activation,delayed,647478,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.998869,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
159,activation,delayed,668251,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.99889999999994,top,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
160,activation,delayed,703229,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.9989,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
161,activation,delayed,708132,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.99898999999994,bottom,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
162,activation,delayed,709836,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.99897,side_wall,0.0,152.82072,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
163,activation,delayed,771454,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.99897,top,0.0,1267.9703419,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
164,activation,delayed,781207,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.99894,side_wall,0.0,20.94519,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
165,activation,delayed,782565,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.99894,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
166,activation,delayed,868540,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.998909,side_wall,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
167,activation,delayed,904439,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.99889999999994,top,0.0,5.475289,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
168,activation,delayed,905843,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.998853,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
169,activation,delayed,915159,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.9989,top,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
170,activation,delayed,938337,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.99886,envelope_miss,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
171,activation,delayed,942128,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.99892,envelope_miss,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
172,activation,delayed,965379,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.99887,top,0.0,510.99896,keep,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
173,activation,delayed,965527,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.99895,top,0.0,0.0,veto,False,False,False,True,compton_fov_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
174,activation,delayed,971541,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.99892099999994,bottom,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
175,activation,delayed,979019,DelayedDecayGeoOptS1BpeW5FullstatV1.inc1.id1.sim.gz,510.99890099999993,side_wall,0.0,510.99892,keep,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
176,atm511,atm511_replay,7202,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00001199999997,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
177,atm511,atm511_replay,34030,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.0000060000001,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
178,atm511,atm511_replay,65112,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.0000468600001,side_wall,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
179,atm511,atm511_replay,81356,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00000000000006,top,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
180,atm511,atm511_replay,122783,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.9999991,side_wall,0.0,0.0,veto,False,False,False,True,compton_fov_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
181,atm511,atm511_replay,158032,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00000508300013,side_wall,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
182,atm511,atm511_replay,159462,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.999939,side_wall,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
183,atm511,atm511_replay,166788,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.0000600000001,side_wall,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
184,atm511,atm511_replay,193047,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99998999999997,top,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
185,atm511,atm511_replay,199527,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99996000000004,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
186,atm511,atm511_replay,222777,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00006,bottom,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
187,atm511,atm511_replay,224078,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.0,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
188,atm511,atm511_replay,267042,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00005,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
189,atm511,atm511_replay,306285,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.999919,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
190,atm511,atm511_replay,333280,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00001399999996,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
191,atm511,atm511_replay,403741,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99998054599996,side_wall,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
192,atm511,atm511_replay,418178,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00000000000006,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
193,atm511,atm511_replay,467979,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00003000000004,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
194,atm511,atm511_replay,491436,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00004000000007,top,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
195,atm511,atm511_replay,529862,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.0,bottom,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
196,atm511,atm511_replay,594548,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.999949,top,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
197,atm511,atm511_replay,630564,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00000470000003,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
198,atm511,atm511_replay,637290,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99997,top,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
199,atm511,atm511_replay,652556,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00005799999997,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
200,atm511,atm511_replay,655108,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00000000000006,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
201,atm511,atm511_replay,695792,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00000200000005,top,0.0,0.0,veto,False,False,False,True,compton_fov_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
202,atm511,atm511_replay,777136,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00000000000006,side_wall,0.0,0.0,veto,False,False,False,True,compton_fov_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
203,atm511,atm511_replay,808429,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.0,side_wall,0.0,0.0,veto,False,False,False,True,compton_fov_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
204,atm511,atm511_replay,811705,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00003000000004,side_wall,0.0,0.0,veto,False,False,False,True,compton_fov_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
205,atm511,atm511_replay,827641,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00000000000006,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
206,atm511,atm511_replay,839686,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.999971,side_wall,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
207,atm511,atm511_replay,852781,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99997900000005,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
208,atm511,atm511_replay,891127,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00000000000006,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
209,atm511,atm511_replay,896773,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00004099999995,side_wall,0.0,0.0,veto,False,False,False,True,compton_fov_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
210,atm511,atm511_replay,899011,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99997999999994,side_wall,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
211,atm511,atm511_replay,944481,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.0000311933801,bottom,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
212,atm511,atm511_replay,972805,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99996600000003,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
213,atm511,atm511_replay,989444,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00005000000004,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
214,atm511,atm511_replay,989983,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.000041,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
215,atm511,atm511_replay,1015338,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99999,bottom,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
216,atm511,atm511_replay,1038677,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.0,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
217,atm511,atm511_replay,1085570,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00006,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
218,atm511,atm511_replay,1119362,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.0,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
219,atm511,atm511_replay,1137143,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,510.99998974399983,side_wall,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
220,atm511,atm511_replay,1154625,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.00000000000006,side_wall,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
221,atm511,atm511_replay,1166080,Atm511LowerUnit3M_GeoOptS1BpeW5.inc1.id1.sim.gz,511.0,bottom,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
